,tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
724,Mechanical Engineering,4002,Vanderbilt University,Kelsey,,Hatzell,2341481,8,good,TEACHER,PROFESSOR,3.9
725,Mathematics,4002,Vanderbilt University,Matthew,,Haulmark,2374524,11,good,TEACHER,PROFESSOR,3.5
726,Marketing,4002,Vanderbilt University,Kelly,,Haws,2361343,1,good,TEACHER,PROFESSOR,5.0
727,Mathematics,4002,Vanderbilt University,Ben,,Hayes,1930654,21,poor,TEACHER,PROFESSOR,1.9
728,Education,4002,Vanderbilt University,Lynn,,Hayes,2647720,1,good,TEACHER,PROFESSOR,5.0
729,English,4002,Vanderbilt University,Justin,,Haynes,1084978,6,good,TEACHER,PROFESSOR,3.9
730,English,4002,Vanderbilt University,Andrea,,Hearn,931397,21,good,TEACHER,PROFESSOR,4.4
731,Biomedical,4002,Vanderbilt University,Elizabeth,,Heitman,1089171,3,good,TEACHER,PROFESSOR,5.0
732,Philosophy,4002,Vanderbilt University,Margaret,,Hejtmancik,1435028,0,zero,TEACHER,PROFESSOR,N/A
733,Languages,4002,Vanderbilt University,Chalene,,Helmuth,319129,31,good,TEACHER,PROFESSOR,4.3
734,Engineering,4002,Vanderbilt University,Graham,,Hemingway,1857506,36,good,TEACHER,PROFESSOR,4.2
735,Languages,4002,Vanderbilt University,Clint,,Hendrix,954024,34,good,TEACHER,PROFESSOR,4.6
736,Philosophy,4002,Vanderbilt University,Fiacha,,Heneghan,2478225,0,zero,TEACHER,PROFESSOR,N/A
737,Philosophy,4002,Vanderbilt University,Diana,,Heney,2632432,3,good,TEACHER,PROFESSOR,3.7
738,Philosophy,4002,Vanderbilt University,Tempest,,Henning,2426624,3,average,TEACHER,PROFESSOR,3.0
739,Education,4002,Vanderbilt University,Andrea,W.,Henrie,2120894,2,good,TEACHER,PROFESSOR,5.0
740,Economics,4002,Vanderbilt University,Eun,Jeong,Heo,1998734,19,poor,TEACHER,PROFESSOR,2.2
741,Psychology,4002,Vanderbilt University,Suzana,,Herculano-Houzel,2263788,6,good,TEACHER,PROFESSOR,4.7
742,Classics,4002,Vanderbilt University,Grace,,Hernandez,1387159,0,zero,TEACHER,PROFESSOR,N/A
743,Anthropology,4002,Vanderbilt University,Werner,,Hertzog,2178493,0,zero,TEACHER,PROFESSOR,N/A
744,Science,4002,Vanderbilt University,B. Andes,,Hess,140108,44,average,TEACHER,PROFESSOR,3.0
745,Sociology,4002,Vanderbilt University,David,,Hess,1710535,12,good,TEACHER,PROFESSOR,4.5
746,Chemistry,4002,Vanderbilt University,B. Andes,,Hess,2253126,0,zero,TEACHER,PROFESSOR,N/A
747,Political Science,4002,Vanderbilt University,Marc,,Hetherington,496861,47,good,TEACHER,PROFESSOR,4.5
748,Education,4002,Vanderbilt University,Brian,,Heuser,866105,20,good,TEACHER,PROFESSOR,4.3
749,English,4002,Vanderbilt University,Stephanie,,Higgs,1510339,7,good,TEACHER,PROFESSOR,4.4
750,International Studies,4002,Vanderbilt University,Amy,,Hill,2557034,0,zero,TEACHER,PROFESSOR,N/A
751,Languages,4002,Vanderbilt University,Ruth,,Hill,2000948,2,good,TEACHER,PROFESSOR,5.0
752,Philosophy,4002,Vanderbilt University,Carmela,,Hill-Burke,2209503,1,good,TEACHER,PROFESSOR,5.0
753,English,4002,Vanderbilt University,Rick,,Hilles,774003,18,good,TEACHER,PROFESSOR,4.0
754,Biology,4002,Vanderbilt University,Julian,,Hillyer,1421625,30,average,TEACHER,PROFESSOR,3.4
755,Music,4002,Vanderbilt University,Michael,,Hime,197877,38,good,TEACHER,PROFESSOR,4.3
756,English,4002,Vanderbilt University,Andrew,,Hines,1682343,15,good,TEACHER,PROFESSOR,4.3
757,Political Science,4002,Vanderbilt University,Jonathan,,Hiskey,787998,20,good,TEACHER,PROFESSOR,3.6
758,English,4002,Vanderbilt University,Jessie,,Hock,2113172,8,good,TEACHER,PROFESSOR,4.9
759,Education,4002,Vanderbilt University,Robert (bob),,Hodapp,616321,6,good,TEACHER,PROFESSOR,3.6
760,Humanities,4002,Vanderbilt University,Tiffany,,Hodge,1741655,1,good,TEACHER,PROFESSOR,4.5
761,Philosophy,4002,Vanderbilt University,Michael,,Hodges,188520,23,good,TEACHER,PROFESSOR,3.7
762,Mathematics,4002,Vanderbilt University,Stacy,,Hoehn,1475277,1,good,TEACHER,PROFESSOR,5.0
763,English,4002,Vanderbilt University,Lauren,,Hoffer,1351453,6,good,TEACHER,PROFESSOR,4.4
764,Not Specified,4002,Vanderbilt University,Steve,,Hoffler,1701124,0,zero,TEACHER,PROFESSOR,N/A
765,Education,4002,Vanderbilt University,Clifford,,Hofwolt,986423,5,average,TEACHER,PROFESSOR,3.4
766,Astronomy,4002,Vanderbilt University,Kelly,,Holley-Bockelmann,1164789,2,good,TEACHER,PROFESSOR,4.0
767,Human Development,4002,Vanderbilt University,Charrise,Phillips,Hollingsworth,2453190,1,good,TEACHER,PROFESSOR,5.0
768,Psychology,4002,Vanderbilt University,Steven,,Hollon,518739,20,good,TEACHER,PROFESSOR,4.5
769,Engineering,4002,Vanderbilt University,Tim,,Holman,907510,33,good,TEACHER,PROFESSOR,3.6
770,Physics,4002,Vanderbilt University,William,,Holmes,2201503,22,poor,TEACHER,PROFESSOR,1.7
771,Philosophy,4002,Vanderbilt University,Jennifer,,Holt,1588920,2,good,TEACHER,PROFESSOR,5.0
772,Political Science,4002,Vanderbilt University,Andrew,Robert,Hom,2006360,1,average,TEACHER,PROFESSOR,3.0
773,Education,4002,Vanderbilt University,Kathy,,Hoover-Dempsey,340184,27,good,TEACHER,PROFESSOR,4.7
774,Engineering,4002,Vanderbilt University,George,,Hornberger,1489830,0,zero,TEACHER,PROFESSOR,N/A
775,Philosophy,4002,Vanderbilt University,Gregg,,Horowitz,399861,8,good,TEACHER,PROFESSOR,3.9
776,Philosophy,4002,Vanderbilt University,Ellen,,Horowitz,1324579,0,zero,TEACHER,PROFESSOR,N/A
777,Fine Arts,4002,Vanderbilt University,Mark,,Hosford,350921,14,good,TEACHER,PROFESSOR,4.5
778,Engineering,4002,Vanderbilt University,Dennis,W.,Houchin,2601176,0,zero,TEACHER,PROFESSOR,N/A
779,Philosophy,4002,Vanderbilt University,Josh,,Houston,1132856,7,good,TEACHER,PROFESSOR,4.7
780,Business,4002,Vanderbilt University,Kejia,,Hu,2489329,3,average,TEACHER,PROFESSOR,3.3
781,Economics,4002,Vanderbilt University,Malin,,Hu,2621804,11,average,TEACHER,PROFESSOR,2.5
782,Mathematics,4002,Vanderbilt University,Dongping,,Huang,1433876,1,poor,TEACHER,PROFESSOR,1.0
783,Economics,4002,Vanderbilt University,Kevin,,Huang,1008845,11,average,TEACHER,PROFESSOR,2.8
784,History,4002,Vanderbilt University,Peter,,Hudson,1503780,6,good,TEACHER,PROFESSOR,3.8
785,Economics,4002,Vanderbilt University,Gregory,,Huffman,451449,20,poor,TEACHER,PROFESSOR,1.9
786,Education,4002,Vanderbilt University,Carolyn,,Hughes,818574,4,good,TEACHER,PROFESSOR,3.9
787,Mathematics,4002,Vanderbilt University,Bruce,,Hughes,198204,40,good,TEACHER,PROFESSOR,4.4
788,English,4002,Vanderbilt University,Joanna,,Huh,2648683,0,zero,TEACHER,PROFESSOR,N/A
789,Finance,4002,Vanderbilt University,Willis,,Hulings,2298453,7,good,TEACHER,PROFESSOR,4.4
790,Psychology,4002,Vanderbilt University,Kathryn,L,Humphreys,2420717,3,good,TEACHER,PROFESSOR,4.7
791,Nursing,4002,Vanderbilt University,Jennifer,,Hunt,2575685,0,zero,TEACHER,PROFESSOR,N/A
792,English,4002,Vanderbilt University,Evelyn,,Hunter,1380642,5,good,TEACHER,PROFESSOR,4.5
793,Political Science,4002,Vanderbilt University,Jason,,Husser,1350255,9,good,TEACHER,PROFESSOR,4.9
794,Mathematics,4002,Vanderbilt University,Linda,,Hutchison,196194,125,good,TEACHER,PROFESSOR,3.9
795,Physics,4002,Vanderbilt University,Shane,,Hutson,485640,11,good,TEACHER,PROFESSOR,3.6
796,Psychology,4002,Vanderbilt University,Shane,,Hutton,2136045,24,good,TEACHER,PROFESSOR,3.6
797,Religion,4002,Vanderbilt University,Susan,,Hylen,748945,12,average,TEACHER,PROFESSOR,3.3
798,Marketing,4002,Vanderbilt University,Dawn,,Iacobucci,1541528,5,average,TEACHER,PROFESSOR,2.5
799,History,4002,Vanderbilt University,Yoshikuni,,Igarashi,528152,26,good,TEACHER,PROFESSOR,3.6
800,History,4002,Vanderbilt University,Sarah,E,Igo,2155758,2,good,TEACHER,PROFESSOR,5.0
801,African-American Studies,4002,Vanderbilt University,David,,Ikard,2356987,6,good,TEACHER,PROFESSOR,3.5
802,Art History,4002,Vanderbilt University,Veronica-Gaia,,Ikeshoji-Orlati,2371773,1,average,TEACHER,PROFESSOR,3.0
803,Languages,4002,Vanderbilt University,Nozomi,,Imai,2542922,6,good,TEACHER,PROFESSOR,4.0
804,Education,4002,Vanderbilt University,Robert,,Innes,284731,15,good,TEACHER,PROFESSOR,3.9
805,Human Development,4002,Vanderbilt University,Misha,,Inniss-Thompson,2453195,1,good,TEACHER,PROFESSOR,5.0
806,Economics,4002,Vanderbilt University,Atsushi,,Inoue,2566458,3,average,TEACHER,PROFESSOR,2.7
807,Geology,4002,Vanderbilt University,Ben,,Iobst,780661,0,zero,TEACHER,PROFESSOR,N/A
808,Sociology,4002,Vanderbilt University,Larry,,Isaac,604876,13,good,TEACHER,PROFESSOR,4.8
809,Human Development,4002,Vanderbilt University,Linda,,Isaacs,660788,18,average,TEACHER,PROFESSOR,2.5
810,Mathematics,4002,Vanderbilt University,Jocelyne,,Ishak,2537157,8,average,TEACHER,PROFESSOR,3.3
811,Mathematics,4002,Vanderbilt University,Ishan,,Ishan,2580984,2,good,TEACHER,PROFESSOR,5.0
812,Management,4002,Vanderbilt University,Bob,,Isherwood,1663912,4,good,TEACHER,PROFESSOR,4.4
813,Mathematics,4002,Vanderbilt University,Z,,Issac,140105,58,good,TEACHER,PROFESSOR,4.0
814,Languages,4002,Vanderbilt University,Alan,,Itkin,2224476,1,good,TEACHER,PROFESSOR,4.0
815,Chemistry,4002,Vanderbilt University,Borislav,,Ivanov,2378581,0,zero,TEACHER,PROFESSOR,N/A
816,Political Science,4002,Vanderbilt University,Molly,,Jackman,1967906,1,good,TEACHER,PROFESSOR,4.5
817,Biology,4002,Vanderbilt University,Lauren,,Jackson,1997682,22,poor,TEACHER,PROFESSOR,2.1
818,American Studies,4002,Vanderbilt University,Alexander,,Jacobs,2361669,10,good,TEACHER,PROFESSOR,4.9
819,Mathematics,4002,Vanderbilt University,Matthieu,,Jacquemet,2247122,2,good,TEACHER,PROFESSOR,5.0
820,Philosophy,4002,Vanderbilt University,Gary,,Jaeger,1083401,23,average,TEACHER,PROFESSOR,3.0
821,Mathematics,4002,Vanderbilt University,Hayden,,Jananthan,2587809,7,poor,TEACHER,PROFESSOR,2.4
822,Languages,4002,Vanderbilt University,Seok Bae,,Jang,2420667,7,good,TEACHER,PROFESSOR,4.7
823,Engineering,4002,Vanderbilt University,Duco,,Jansen,1935797,6,good,TEACHER,PROFESSOR,4.8
824,Anthropology,4002,Vanderbilt University,John,,Janusek,352032,29,good,TEACHER,PROFESSOR,4.2
825,Economics,4002,Vanderbilt University,Matthew,,Jaremski,1453379,8,average,TEACHER,PROFESSOR,3.0
826,English,4002,Vanderbilt University,Mark,,Jarman,389601,10,good,TEACHER,PROFESSOR,4.2
827,Languages,4002,Vanderbilt University,Carlos,,Jauregui,822799,17,good,TEACHER,PROFESSOR,3.5
828,Biomedical,4002,Vanderbilt University,Kalana,,Jayawardana,2412626,2,good,TEACHER,PROFESSOR,3.5
829,Philosophy,4002,Vanderbilt University,Elizabeth,,Jelinek,1085209,13,good,TEACHER,PROFESSOR,4.0
830,English,4002,Vanderbilt University,Donald,,Jellerson,775497,5,good,TEACHER,PROFESSOR,5.0
831,Engineering,4002,Vanderbilt University,G. Kane,,Jennings,897894,15,good,TEACHER,PROFESSOR,4.8
832,Divinity,4002,Vanderbilt University,Robin,,Jensen,1135530,1,average,TEACHER,PROFESSOR,3.0
833,Economics,4002,Vanderbilt University,Hyeok,,Jeong,1225498,9,poor,TEACHER,PROFESSOR,1.9
834,Biology,4002,Vanderbilt University,Jason,,Jessen,1150917,0,zero,TEACHER,PROFESSOR,N/A
835,Education,4002,Vanderbilt University,Robert,T,Jimenez,2120890,0,zero,TEACHER,PROFESSOR,N/A
836,Physics,4002,Vanderbilt University,Will,,Johns,142780,21,good,TEACHER,PROFESSOR,3.7
837,Art History,4002,Vanderbilt University,Christopher,,Johns,530458,20,good,TEACHER,PROFESSOR,4.4
838,Marketing,4002,Vanderbilt University,Art,,Johnsen,1138095,14,good,TEACHER,PROFESSOR,4.7
839,History,4002,Vanderbilt University,Kurt,,Johnson,778141,12,good,TEACHER,PROFESSOR,3.9
840,Languages,4002,Vanderbilt University,David,,Johnson,1421366,6,good,TEACHER,PROFESSOR,5.0
841,Classics,4002,Vanderbilt University,Michael,,Johnson,1511374,8,good,TEACHER,PROFESSOR,4.9
842,Women's Studies,4002,Vanderbilt University,Rolanda,,Johnson,1775263,3,good,TEACHER,PROFESSOR,4.0
843,Engineering,4002,Vanderbilt University,Courtney,,Johnson,1893291,13,good,TEACHER,PROFESSOR,4.9
844,Computer Science,4002,Vanderbilt University,Taylor,,Johnson,2205782,12,good,TEACHER,PROFESSOR,4.0
845,Biology,4002,Vanderbilt University,Carl,,Johnson,343225,71,good,TEACHER,PROFESSOR,3.5
846,Computer Science,4002,Vanderbilt University,Julie,,Johnson,555719,53,good,TEACHER,PROFESSOR,3.7
847,Chemistry,4002,Vanderbilt University,Jeffrey,,Johnston,1110297,22,average,TEACHER,PROFESSOR,3.2
848,History,4002,Vanderbilt University,Yollette,,Jones,1508727,7,average,TEACHER,PROFESSOR,3.2
849,Mathematics,4002,Vanderbilt University,Corey,,Jones,2058970,6,good,TEACHER,PROFESSOR,4.0
850,Anthropology,4002,Vanderbilt University,Martha,,Jones,2189519,9,good,TEACHER,PROFESSOR,3.7
851,Neuroscience,4002,Vanderbilt University,Carrie,,Jones,2205846,6,good,TEACHER,PROFESSOR,4.7
852,Engineering,4002,Vanderbilt University,Ben,,Jordan,484646,28,good,TEACHER,PROFESSOR,4.8
853,Biology,4002,Vanderbilt University,Maria,Luisa,Jorge,1944349,5,good,TEACHER,PROFESSOR,4.3
854,History,4002,Vanderbilt University,Ari,,Joskowicz,1620077,11,good,TEACHER,PROFESSOR,4.5
855,English,4002,Vanderbilt University,Scott,,Juengel,1566595,7,good,TEACHER,PROFESSOR,4.3
856,Mathematics,4002,Vanderbilt University,Kate,,Juschenko,1774708,6,good,TEACHER,PROFESSOR,3.8
857,Psychology,4002,Vanderbilt University,Jon,,Kaas,600868,8,good,TEACHER,PROFESSOR,3.5
858,English,4002,Vanderbilt University,Magana,,Kabugi,2330194,2,good,TEACHER,PROFESSOR,5.0
859,Psychology,4002,Vanderbilt University,Antonia,,Kaczkurkin,2628963,3,poor,TEACHER,PROFESSOR,1.3
860,Chemistry,4002,Vanderbilt University,Piotr,,Kaczynski,197740,21,average,TEACHER,PROFESSOR,2.9
861,Political Science,4002,Vanderbilt University,Cindy,,Kam,1525324,3,poor,TEACHER,PROFESSOR,2.3
862,Engineering,4002,Vanderbilt University,Weng Poo,,Kang,777818,8,average,TEACHER,PROFESSOR,3.1
863,Mathematics,4002,Vanderbilt University,Georgi,,Kapitanov,1561248,2,good,TEACHER,PROFESSOR,4.5
864,Biology,4002,Vanderbilt University,Daniel,,Kaplan,878311,10,good,TEACHER,PROFESSOR,4.7
865,Languages,4002,Vanderbilt University,Christina,,Karageorgou,353415,20,average,TEACHER,PROFESSOR,3.0
866,English,4002,Vanderbilt University,Sheba,,Karim,2481036,6,good,TEACHER,PROFESSOR,5.0
867,Sociology,4002,Vanderbilt University,Mary,,Karpos,394610,77,average,TEACHER,PROFESSOR,3.4
868,Criminal Justice,4002,Vanderbilt University,Mary,,Karpos,2501735,0,zero,TEACHER,PROFESSOR,N/A
869,Engineering,4002,Vanderbilt University,Gabor,,Karsai,522370,7,average,TEACHER,PROFESSOR,3.0
870,English,4002,Vanderbilt University,Jaya,,Kasibhatla,796228,12,good,TEACHER,PROFESSOR,3.8
871,Mathematics,4002,Vanderbilt University,Gennadi,,Kasparov,1505722,2,good,TEACHER,PROFESSOR,3.8
872,Chemistry,4002,Vanderbilt University,Piotr,,Kaszynski,1774995,3,average,TEACHER,PROFESSOR,3.3
873,Engineering,4002,Vanderbilt University,Amy,,Kauppila,2091206,49,good,TEACHER,PROFESSOR,4.0
874,Engineering,4002,Vanderbilt University,Jeffrey (Jeff),,Kauppila,2235482,13,good,TEACHER,PROFESSOR,4.7
875,Engineering,4002,Vanderbilt University,Kazuhiko,,Kawamura,1271303,5,average,TEACHER,PROFESSOR,3.0
876,Mathematics,4002,Vanderbilt University,Alexandr,,Kazda,1957044,7,average,TEACHER,PROFESSOR,3.1
877,African-American Studies,4002,Vanderbilt University,Trica,,Keaton,1568270,6,good,TEACHER,PROFESSOR,4.0
878,Mechanical Engineering,4002,Vanderbilt University,Matt,,Kelley,2056863,0,zero,TEACHER,PROFESSOR,N/A
879,Geology,4002,Vanderbilt University,Neil,,Kelley,2156816,13,good,TEACHER,PROFESSOR,4.7
880,Economics,4002,Vanderbilt University,Patricia,,Kelly,1700269,11,average,TEACHER,PROFESSOR,2.8
881,Languages,4002,Vanderbilt University,Margaret,,Kelly,2657334,1,good,TEACHER,PROFESSOR,4.0
882,Sociology,4002,Vanderbilt University,S,,Kelner,880752,20,good,TEACHER,PROFESSOR,4.7
883,Communication,4002,Vanderbilt University,Kathy,,Keltner,1125466,0,zero,TEACHER,PROFESSOR,N/A
884,Political Science,4002,Vanderbilt University,Brenton,,Kenkel,2002774,10,good,TEACHER,PROFESSOR,4.2
885,Communication,4002,Vanderbilt University,Carole,,Kenner,321741,21,good,TEACHER,PROFESSOR,4.0
886,Mathematics,4002,Vanderbilt University,Curt,,Kent,1748454,5,average,TEACHER,PROFESSOR,3.1
887,Physics,4002,Vanderbilt University,Thomas,,Kephart,1875589,7,poor,TEACHER,PROFESSOR,2.3
888,Economics,4002,Vanderbilt University,Suhas,,Ketkar,972935,5,good,TEACHER,PROFESSOR,4.0
889,Biology,4002,Vanderbilt University,Dr.,,Kevin,2640543,4,good,TEACHER,PROFESSOR,5.0
890,Languages,4002,Vanderbilt University,Susan,,Kevra,272814,40,good,TEACHER,PROFESSOR,3.8
891,English,4002,Vanderbilt University,Dennis,,Kezar,197683,28,good,TEACHER,PROFESSOR,3.9
892,Languages,4002,Vanderbilt University,Albina,,Khabibulina,2588761,0,zero,TEACHER,PROFESSOR,N/A
893,Engineering,4002,Vanderbilt University,Piran,,Kidambi,2482227,2,average,TEACHER,PROFESSOR,3.0
894,Art History,4002,Vanderbilt University,Jinah,,Kim,1023639,3,average,TEACHER,PROFESSOR,2.8
895,English,4002,Vanderbilt University,Jeongoh,,Kim,1122749,9,average,TEACHER,PROFESSOR,3.3
896,History,4002,Vanderbilt University,Kevin,,Kim,1989754,3,good,TEACHER,PROFESSOR,4.3
897,Film,4002,Vanderbilt University,Se Young Seth,,Kim,2246149,17,average,TEACHER,PROFESSOR,3.1
898,English,4002,Vanderbilt University,Soomin,,Kim,2408013,0,zero,TEACHER,PROFESSOR,N/A
899,English,4002,Vanderbilt University,Jeong-Oh,,Kim,2361064,10,good,TEACHER,PROFESSOR,3.9
900,Management,4002,Vanderbilt University,Gary,,Kimball,1191777,26,good,TEACHER,PROFESSOR,4.2
901,Music,4002,Vanderbilt University,Jerry,,Kimbrough,1382446,1,good,TEACHER,PROFESSOR,5.0
902,Women's Studies,4002,Vanderbilt University,Amanda,,Kinard,127182,20,good,TEACHER,PROFESSOR,4.7
903,Film,4002,Vanderbilt University,Claire,,King,832337,11,good,TEACHER,PROFESSOR,4.0
904,Nursing,4002,Vanderbilt University,Joan,,King,907981,3,poor,TEACHER,PROFESSOR,1.8
905,Religion,4002,Vanderbilt University,Richard,,King,982825,5,good,TEACHER,PROFESSOR,4.0
906,Law,4002,Vanderbilt University,Nancy,,King,1326314,0,zero,TEACHER,PROFESSOR,N/A
907,English,4002,Vanderbilt University,Emily,,King,1866339,4,good,TEACHER,PROFESSOR,4.1
908,Psychology,4002,Vanderbilt University,Leslie,,Kirby,273719,78,average,TEACHER,PROFESSOR,2.9
909,Management,4002,Vanderbilt University,Kevin,,Kirkpatrick,1056006,9,good,TEACHER,PROFESSOR,3.9
910,Classics,4002,Vanderbilt University,Keith,,Kitchen,955427,13,good,TEACHER,PROFESSOR,4.2
911,English,4002,Vanderbilt University,Judith,,Klass,1072115,18,good,TEACHER,PROFESSOR,4.0
912,Mathematics,4002,Vanderbilt University,Colin,,Klaus,1952809,3,good,TEACHER,PROFESSOR,4.2
913,English,4002,Vanderbilt University,Kathryn,M.,Klein,1953727,4,good,TEACHER,PROFESSOR,3.6
914,Mathematics,4002,Vanderbilt University,Caner,,Koca,1778876,11,good,TEACHER,PROFESSOR,4.1
915,Communication,4002,Vanderbilt University,John,,Koch,2206805,3,good,TEACHER,PROFESSOR,4.7
916,Art History,4002,Vanderbilt University,Lutz,,Koepnick,2001028,6,good,TEACHER,PROFESSOR,4.8
917,Anthropology,4002,Vanderbilt University,Lauren,,Kohut,1227805,0,zero,TEACHER,PROFESSOR,N/A
918,Music Performance,4002,Vanderbilt University,Peter,,Kolkay,2318881,1,good,TEACHER,PROFESSOR,5.0
919,Mathematics,4002,Vanderbilt University,Matjaz,,Konvalinka,1424680,1,average,TEACHER,PROFESSOR,2.5
920,Anthropology,4002,Vanderbilt University,Beth,,Koontz,1228671,0,zero,TEACHER,PROFESSOR,N/A
921,Music,4002,Vanderbilt University,Mitchell,,Korn,1808086,9,good,TEACHER,PROFESSOR,4.8
922,Communication,4002,Vanderbilt University,Sarah,,Kornfield,1761564,5,good,TEACHER,PROFESSOR,3.8
923,English,4002,Vanderbilt University,Kylie,,Korsnack,2215825,2,good,TEACHER,PROFESSOR,4.5
924,Chemistry,4002,Vanderbilt University,David,A,Kort,2047922,14,poor,TEACHER,PROFESSOR,2.2
925,International Studies,4002,Vanderbilt University,Nicolette,,Kostiw,2326026,3,good,TEACHER,PROFESSOR,4.0
926,Engineering,4002,Vanderbilt University,Yiorgos,,Kostoulas,2481213,3,poor,TEACHER,PROFESSOR,2.3
927,Engineering,4002,Vanderbilt University,Xenofon,,Koutsoukos,198017,13,good,TEACHER,PROFESSOR,4.0
928,Communication,4002,Vanderbilt University,Kassian,,Kovalcheck,322773,20,good,TEACHER,PROFESSOR,4.2
929,History,4002,Vanderbilt University,Paul,,Kramer,1531550,18,average,TEACHER,PROFESSOR,3.0
930,Humanities,4002,Vanderbilt University,Jennifer,,Krause,937539,19,good,TEACHER,PROFESSOR,4.4
931,Classics,4002,Vanderbilt University,Amanda,,Krauss,710420,10,good,TEACHER,PROFESSOR,4.1
932,English,4002,Vanderbilt University,Michael,,Kreyling,660756,25,good,TEACHER,PROFESSOR,3.9
933,Biology,4002,Vanderbilt University,Andrzej,,Krezel,745467,9,average,TEACHER,PROFESSOR,2.5
934,Music,4002,Vanderbilt University,Karen,,Krieger,110950,11,average,TEACHER,PROFESSOR,3.4
935,Mathematics,4002,Vanderbilt University,Ilya,,Krishtal,1707360,1,average,TEACHER,PROFESSOR,3.0
936,Psychology,4002,Vanderbilt University,Autumn,,Kujawa,2632435,2,good,TEACHER,PROFESSOR,5.0
937,Computer Science,4002,Vanderbilt University,Maithilee,,Kunda,2357581,12,poor,TEACHER,PROFESSOR,1.4
938,Mathematics,4002,Vanderbilt University,Woden,,Kusner,2360293,6,average,TEACHER,PROFESSOR,3.3
939,Languages,4002,Vanderbilt University,Konstantin,,Kustanovich,1267991,10,good,TEACHER,PROFESSOR,3.5
940,English,4002,Vanderbilt University,Vera,,Kutzinski,1104596,9,average,TEACHER,PROFESSOR,2.9
941,Philosophy,4002,Vanderbilt University,John,,Lachs,141560,55,good,TEACHER,PROFESSOR,4.5
942,Engineering,4002,Vanderbilt University,Paul,,Laibinis,1484423,24,good,TEACHER,PROFESSOR,4.2
943,Human Development,4002,Vanderbilt University,David,,Laird,2446830,8,poor,TEACHER,PROFESSOR,2.4
944,History,4002,Vanderbilt University,Peter,,Lake,1278029,6,average,TEACHER,PROFESSOR,3.1
945,English,4002,Vanderbilt University,Jonathan,,Lamb,632486,11,average,TEACHER,PROFESSOR,3.0
